NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,TERM,OVER_EXPECT_CREDIT,MEAN_BUILDING_SCORE_AVG,TOTAL_BUILDING_SCORE_AVG,FLAG_DOCUMENT_TOTAL,AMT_REQ_CREDIT_BUREAU_TOTAL,BIRTH_EMPLOTED_INTERVEL,BIRTH_REGISTRATION_INTERVEL,INCOME_PER_FAMILY_MEMBER,SEASON_REMAINING,RATIO_INCOME_GOODS,CHILDREN_RATIO
0,0,0,1,0.0,157500.0,403249.5,19741.5,283500.0,6,7,4,3,1,0.001276,-16012,-1089,-10113.0,-4191,12.061090818687727,1.0,1.0,0.0,1.0,0.0,0.0,8,1.0,2.0,2.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5021298056566621,0.034650138639280736,0.470456116119975,0.0619,0.0353,0.9806,0.7348,0.0,0.0,0.1034,0.1667,0.0417,0.0318,0.0252,0.0441,0.0,0.0316,0.063,0.0,0.9806,0.7452,0.0,0.0,0.1034,0.1667,0.0417,0.0285,0.0,0.0456,0.0,0.0334,0.0625,0.0353,0.9806,0.7383,0.0,0.0,0.1034,0.1667,0.0417,0.0323,0.0257,0.0448,0.0,0.0322,2,0,0.0394,0,0,2.0,1.0,2.0,0.0,-770.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,20.42648734898564,1,0.16122142857142857,2.2571,1.0,5.0,14923,5899.0,157500.0,19633.5,-126000.0,0.0
0,0,1,1,0.0,54000.0,408780.0,14809.5,337500.0,6,3,4,1,1,0.01885,-20600,365243,-4991.0,-3555,6.0,1.0,0.0,0.0,1.0,0.0,0.0,8,2.0,2.0,2.0,1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.5021298056566621,0.4725256337007305,0.5108529061800121,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,4.0,3.0,4.0,1.0,-875.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.602552415679124,1,0.22979609793734368,0.0,1.0,1.0,385843,15609.0,27000.0,-1309.5,-283500.0,0.0
0,1,0,0,1.0,135000.0,473760.0,53581.5,450000.0,6,1,1,1,1,0.00496,-13622,-810,-980.0,-4366,12.061090818687727,1.0,1.0,0.0,1.0,0.0,0.0,10,3.0,2.0,2.0,5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.5021298056566621,0.21748128865876126,0.2636468134452008,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.84185773074662,1,0.22979609793734368,0.0,1.0,0.0,12812,12642.0,45000.0,-19831.5,-315000.0,0.3333333333333333
0,1,1,1,2.0,135000.0,358443.0,13639.5,252000.0,6,7,4,3,1,0.016612000000000002,-11361,-526,-3480.0,-3970,18.0,1.0,1.0,0.0,1.0,1.0,0.0,8,3.0,2.0,2.0,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24,0.26058726033334456,0.4113464175035096,0.7992967832109371,0.0835,0.0475,0.9836,0.7756,0.0172,0.08,0.0345,0.4583,0.5,0.0554,0.0681,0.0762,0.0039,0.0081,0.0851,0.0493,0.9836,0.7844,0.0174,0.0806,0.0345,0.4583,0.5,0.0567,0.0744,0.0794,0.0039,0.0086,0.0843,0.0475,0.9836,0.7786,0.0173,0.08,0.0345,0.4583,0.5,0.0564,0.0693,0.0776,0.0039,0.0083,2,0,0.0712,5,0,0.0,0.0,0.0,0.0,-1601.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.279775651600133,1,0.22799285714285716,3.1919,1.0,3.0,10835,7881.0,45000.0,20110.5,-117000.0,0.6666666666666666
0,1,1,0,0.0,99000.0,545040.0,25537.5,450000.0,5,7,1,1,1,0.006296,-15234,-858,-7732.0,-4756,5.0,1.0,1.0,0.0,1.0,0.0,0.0,8,2.0,3.0,3.0,5,11.0,0.0,0.0,0.0,1.0,1.0,0.0,5,0.6509472801358307,0.6712953774939853,0.5108529061800121,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,0.0,0.0,0.0,0.0,-1506.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.34273127753304,1,0.22979609793734368,0.0,1.0,0.0,14376,7502.0,49500.0,-787.5,-351000.0,0.0
0,0,1,1,1.0,180000.0,1432647.0,42021.0,1251000.0,6,1,1,1,1,0.006008,-9498,-410,-4227.0,-2155,7.0,1.0,1.0,0.0,1.0,1.0,0.0,12,3.0,2.0,2.0,5,13.0,0.0,0.0,0.0,0.0,1.0,1.0,42,0.5050036061398054,0.09734539768143108,0.1008037063175332,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,2.0,0.0,2.0,0.0,-799.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,34.0935960591133,1,0.22979609793734368,0.0,1.0,7.0,9088,5271.0,60000.0,2979.0,-1071000.0,0.3333333333333333
1,0,0,1,0.0,135000.0,180000.0,9000.0,180000.0,6,7,1,1,1,0.028663,-8683,-773,-3373.0,-1342,12.061090818687727,1.0,1.0,0.0,1.0,1.0,0.0,3,2.0,2.0,2.0,5,13.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.5021298056566621,0.4571212647468767,0.5108529061800121,0.0412,0.0619,0.9851,0.7959999999999999,0.006999999999999999,0.0,0.1034,0.1667,0.2083,0.0286,0.0336,0.0255,0.0,0.0,0.042,0.0642,0.9851,0.804,0.0071,0.0,0.1034,0.1667,0.2083,0.0292,0.0367,0.0266,0.0,0.0,0.0416,0.0619,0.9851,0.7987,0.0071,0.0,0.1034,0.1667,0.2083,0.0291,0.0342,0.026000000000000002,0.0,0.0,2,0,0.0332,5,0,3.0,2.0,3.0,2.0,-419.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,0.17552142857142855,2.4572999999999996,2.0,0.0,7910,5310.0,67500.0,24750.0,-45000.0,0.0
0,0,0,1,0.0,76500.0,284400.0,19003.5,225000.0,6,7,4,1,1,0.020713,-12589,-2085,-389.0,-3666,12.061090818687727,1.0,1.0,1.0,1.0,0.0,0.0,8,2.0,3.0,3.0,6,13.0,0.0,0.0,0.0,0.0,0.0,0.0,28,0.2855570054912585,0.11658984652982847,0.6528965519806539,0.0907,0.1029,0.9856,0.8028,0.012,0.0,0.2069,0.1667,0.2083,0.0574,0.0731,0.0852,0.0039,0.0077,0.0924,0.1068,0.9856,0.8105,0.0121,0.0,0.2069,0.1667,0.2083,0.0587,0.0799,0.0888,0.0039,0.0082,0.0916,0.1029,0.9856,0.8054,0.0121,0.0,0.2069,0.1667,0.2083,0.0584,0.0744,0.0868,0.0039,0.0079,2,0,0.0753,4,0,7.0,2.0,7.0,2.0,-1562.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.965664219748994,1,0.2002285714285714,2.8031999999999995,1.0,2.0,10504,12200.0,38250.0,121.5,-148500.0,0.0
0,1,1,0,1.0,225000.0,450000.0,25834.5,450000.0,6,4,3,1,1,0.02461,-18235,-3729,-4660.0,-1762,6.0,1.0,1.0,0.0,1.0,1.0,0.0,4,3.0,2.0,2.0,1,14.0,0.0,0.0,0.0,0.0,1.0,1.0,33,0.5021298056566621,0.6816371150308159,0.375711009574066,0.0021,0.08844221905180052,0.9796,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.0,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.0021,0.008808672617213057,0.02835775707579772,0.0021,0.08754321224758604,0.9796,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.0,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.0022,0.008076387544283468,0.02702231968598884,0.0021,0.08795485466574764,0.9796,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.0,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.0021,0.008651013330213151,0.028235920597262987,2,0,0.0016,0,0,0.0,0.0,0.0,0.0,-907.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,17.41856819369448,0,0.24595,0.9838,1.0,6.0,14506,13575.0,75000.0,30415.5,-225000.0,0.3333333333333333
0,0,0,0,2.0,103500.0,251091.0,26496.0,238500.0,6,7,1,1,5,0.002134,-10147,-562,-4245.0,-529,12.061090818687727,1.0,1.0,0.0,1.0,0.0,0.0,3,4.0,3.0,3.0,2,12.0,0.0,0.0,0.0,0.0,0.0,0.0,39,0.5021298056566621,0.4192634876688892,0.3046721837533529,0.2433,0.2996,0.9871,0.8232,0.04462071541135205,0.0,0.4828,0.1667,0.0417,0.06633318417239835,0.10077477495068154,0.1077,0.008808672617213057,0.027000000000000003,0.2479,0.3109,0.9871,0.8301,0.042553137750146755,0.0,0.4828,0.1667,0.0417,0.06495768445657842,0.1056448567494209,0.1122,0.008076387544283468,0.0286,0.2457,0.2996,0.9871,0.8256,0.044595101785290435,0.0,0.4828,0.1667,0.0417,0.06716874904939986,0.10195447324073251,0.1096,0.008651013330213151,0.0276,2,0,0.157,5,0,4.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4765625,1,0.31791,3.1791,1.0,0.0,9585,5902.0,25875.0,-621.0,-135000.0,0.5
0,0,0,1,0.0,112500.0,760225.5,30280.5,679500.0,6,7,4,1,1,0.010147,-19145,-4925,-10012.0,-2670,12.061090818687727,1.0,1.0,0.0,1.0,0.0,0.0,14,2.0,2.0,2.0,4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,42,0.5021298056566621,0.19421511211361847,0.8027454758994178,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,25.10610789121712,1,0.22979609793734368,0.0,1.0,7.0,14220,9133.0,56250.0,-2155.5,-567000.0,0.0
0,0,0,0,0.0,225000.0,152820.0,14886.0,135000.0,6,3,4,1,1,0.022625,-23444,365243,-8845.0,-4600,12.061090818687727,1.0,0.0,0.0,1.0,0.0,0.0,8,2.0,2.0,2.0,2,11.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.8255323511915799,0.5347861205432357,0.8482442999507556,0.0928,0.114,0.9881,0.8368,0.0147,0.0,0.2069,0.1667,0.2083,0.0247,0.07400000000000001,0.087,0.0077,0.0074,0.0945,0.1183,0.9881,0.8432,0.0148,0.0,0.2069,0.1667,0.2083,0.0253,0.0808,0.0906,0.0078,0.0079,0.0937,0.114,0.9881,0.8390000000000001,0.0148,0.0,0.2069,0.1667,0.2083,0.0251,0.0752,0.0885,0.0078,0.0076,2,0,0.07,4,0,3.0,0.0,3.0,0.0,-2195.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.26602176541717,1,0.2020785714285714,2.8291,1.0,1.0,388687,14599.0,112500.0,41364.0,90000.0,0.0
1,1,1,1,2.0,270000.0,450000.0,22500.0,450000.0,6,7,4,1,1,0.018029,-12740,-2750,-2250.0,-2099,64.0,1.0,1.0,0.0,1.0,0.0,0.0,8,4.0,3.0,3.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,33,0.5021298056566621,0.6785303378624011,0.4561097392782771,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,0.0,0.0,0.0,0.0,-1583.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,20.0,0,0.22979609793734368,0.0,0.0,4.0,9990,10490.0,67500.0,45000.0,-180000.0,0.5
0,0,0,0,0.0,157500.0,474048.0,22095.0,360000.0,6,1,4,3,1,0.020246,-11864,-227,-4259.0,-4397,12.061090818687727,1.0,1.0,1.0,1.0,1.0,0.0,14,1.0,3.0,3.0,4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.20495658574656805,0.10030145685680343,0.5108529061800121,0.1227,0.1315,0.9771,0.6872,0.0177,0.0,0.2759,0.1667,0.2083,0.1012,0.1,0.1017,0.0,0.0,0.125,0.1364,0.9772,0.6994,0.0178,0.0,0.2759,0.1667,0.2083,0.1035,0.1093,0.1059,0.0,0.0,0.1239,0.1315,0.9771,0.6914,0.0178,0.0,0.2759,0.1667,0.2083,0.1029,0.1018,0.1035,0.0,0.0,2,0,0.0896,4,0,1.0,0.0,1.0,0.0,-3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.45498981670061,1,0.20642857142857143,2.89,1.0,0.0,11637,7605.0,157500.0,17280.0,-202500.0,0.0
0,0,0,0,0.0,112500.0,225000.0,12564.0,225000.0,6,3,4,1,3,0.008625,-21604,365243,-11847.0,-4341,12.061090818687727,1.0,0.0,0.0,1.0,0.0,0.0,8,2.0,2.0,2.0,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.5021298056566621,0.2765890831111472,0.6023863442690867,0.11744049917466033,0.08844221905180052,0.9777348581622732,0.752471432592686,0.04462071541135205,0.07894151232418305,0.1497246700681123,0.2262819070368362,0.23189350049050692,0.06633318417239835,0.10077477495068154,0.10739901933259607,0.008808672617213057,0.02835775707579772,0.11423100693296864,0.08754321224758604,0.9770653729428284,0.759637322733821,0.042553137750146755,0.07448973610915821,0.14519265864574382,0.22231504747867964,0.22805849255070593,0.06495768445657842,0.1056448567494209,0.1059750504371198,0.008076387544283468,0.02702231968598884,0.11784992076592354,0.08795485466574764,0.9777522640694213,0.7557462721917102,0.044595101785290435,0.07807784431137002,0.14921278072876187,0.22589659009280993,0.23162493804929254,0.06716874904939986,0.10195447324073251,0.10860673604899224,0.008651013330213151,0.028235920597262987,2,0,0.10254666268544003,4,0,1.0,0.0,1.0,0.0,-610.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,17.908309455587393,0,0.22979609793734368,0.0,1.0,3.0,386847,9757.0,56250.0,15561.0,-112500.0,0.0
0,0,0,0,0.0,157500.0,452385.0,22131.0,373500.0,6,7,2,3,5,0.020246,-10977,-180,-5201.0,-3595,12.061090818687727,1.0,1.0,0.0,1.0,1.0,0.0,8,1.0,3.0,3.0,5,14.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.6452966974320247,0.34971588321874497,0.4668640059537032,0.0619,0.1228,0.9916,0.8844,0.0194,0.0,0.2414,0.1667,0.0,0.0168,0.0496,0.0755,0.0039,0.0606,0.063,0.1275,0.9916,0.8889,0.0196,0.0,0.2414,0.1667,0.0,0.0172,0.0542,0.0786,0.0039,0.0641,0.0625,0.1228,0.9916,0.8859,0.0195,0.0,0.2414,0.1667,0.0,0.0171,0.0504,0.0768,0.0039,0.0619,2,0,0.0831,5,0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,20.441236274908498,1,0.19247142857142857,2.6945999999999994,1.0,2.0,10797,5776.0,157500.0,17244.0,-216000.0,0.0
0,1,1,1,0.0,225000.0,848745.0,40963.5,675000.0,6,7,1,0,1,0.030755,-13055,-3483,-735.0,-4788,4.0,1.0,1.0,0.0,1.0,0.0,0.0,10,2.0,2.0,2.0,6,11.0,0.0,0.0,0.0,0.0,1.0,1.0,5,0.39938048316894015,0.7895853307607958,0.5108529061800121,0.1485,0.1161,0.9876,0.752471432592686,0.04462071541135205,0.16,0.1379,0.3333,0.23189350049050692,0.0244,0.10077477495068154,0.154,0.008808672617213057,0.0039,0.1513,0.1205,0.9876,0.759637322733821,0.042553137750146755,0.1611,0.1379,0.3333,0.22805849255070593,0.025,0.1056448567494209,0.1604,0.008076387544283468,0.0041,0.1499,0.1161,0.9876,0.7557462721917102,0.044595101785290435,0.16,0.1379,0.3333,0.23162493804929254,0.0249,0.10195447324073251,0.1568,0.008651013330213151,0.0039,2,0,0.1344,4,0,4.0,0.0,4.0,0.0,-659.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.719543007799626,1,0.22952222222222218,2.0656999999999996,1.0,0.0,9572,12320.0,112500.0,15286.5,-450000.0,0.0
0,0,1,1,0.0,292500.0,247500.0,12784.5,247500.0,6,3,4,2,1,0.028663,-20951,365243,-497.0,-2882,20.0,1.0,0.0,0.0,1.0,0.0,0.0,8,1.0,2.0,2.0,5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,57,0.5021298056566621,0.5680552186923461,0.3859146722745145,0.1918,0.2285,0.9990000000000001,0.9864,0.0486,0.72,0.3448,0.2083,0.0417,0.0952,0.1563,0.2104,0.0,0.2223,0.1954,0.2372,0.9990000000000001,0.9869,0.049,0.725,0.3448,0.2083,0.0417,0.0973,0.1708,0.2192,0.0,0.2354,0.1936,0.2285,0.9990000000000001,0.9866,0.0489,0.72,0.3448,0.2083,0.0417,0.0968,0.159,0.2142,0.0,0.22699999999999998,2,0,0.2734,5,0,5.0,0.0,5.0,0.0,-495.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,19.359380499824006,0,0.3180928571428572,4.4533000000000005,1.0,2.0,386194,20454.0,292500.0,60340.5,45000.0,0.0
